gene_name,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway
LIN28B,ENSG00000187772,3,3,Protein lin-28 homolog B (Lin-28B),Nucleus;Nucleus,,
LINGO2,ENSG00000174482,2,2,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 (Leucine-rich repeat neuronal protein 3) (Leucine-rich repeat neuronal protein 6C),Membrane,neuroendocrine cell;chromaffin cell;neural cell;neuron;interneuron;ganglion interneuron;inhibitory interneuron;stellate neuron;granule cell;Purkinje cell;neuronal brush cell;visceromotor neuron;GABAergic neuron,
LINS1,ENSG00000140471,3,3,Protein Lines homolog 1 (Wnt-signaling molecule Lines homolog 1),,,
LIPA,ENSG00000107798,3,3,Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL),Lysosome,macrophage;alveolar macrophage;colon macrophage;lung macrophage,
LIPC,ENSG00000166035,3,3,Hepatic triacylglycerol lipase (HL) (Hepatic lipase),Secreted,hepatoblast,
LIPE,ENSG00000079435,3,3,Hormone-sensitive lipase (HSL),Cell membrane,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
LIPF,ENSG00000182333,2,2,Gastric triacylglycerol lipase (GL) (Gastric lipase),Secreted,duodenum glandular cell,
LIPG,ENSG00000101670,3,3,Endothelial lipase,Secreted,brush cell;intestinal tuft cell,
LMBR1L,ENSG00000139636,3,3,Protein LMBR1L (Limb region 1 protein homolog-like) (Lipocalin-1-interacting membrane receptor) (LIMR),Cell membrane,,
LMNB1,ENSG00000113368,3,3,Lamin-B1,Nucleus lamina,DN4 thymocyte;precursor B cell;large pre-B-II cell;common dendritic progenitor;hematopoietic precursor cell;pro-B cell;fraction A pre-pro B cell,
LMO1,ENSG00000166407,3,3,Rhombotin-1 (Cysteine-rich protein TTG-1) (LIM domain only protein 1) (LMO-1) (T-cell translocation protein 1),Nucleus,,
LMO2,ENSG00000135363,3,3,Rhombotin-2 (Cysteine-rich protein TTG-2) (LIM domain only protein 2) (LMO-2) (T-cell translocation protein 2),Nucleus,retinal blood vessel endothelial cell;glomerular capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;gut endothelial cell;endothelial cell of lymphatic vessel;cerebral cortex endothelial cell;surface ectodermal cell;megakaryocyte-erythroid progenitor cell;erythroid lineage cell;erythroid progenitor cell;proerythroblast;erythroblast;hematopoietic multipotent progenitor cell;myeloid lineage restricted progenitor cell,
LMX1B,ENSG00000136944,3,3,LIM homeobox transcription factor 1-beta (LIM/homeobox protein 1.2) (LMX-1.2) (LIM/homeobox protein LMX1B),Nucleus,corneal endothelial cell;neuron,
LONP1,ENSG00000196365,3,3,"Lon protease homolog, mitochondrial",Mitochondrion matrix,,
LONRF3,ENSG00000175556,3,3,LON peptidase N-terminal domain and RING finger protein 3 (RING finger protein 127),,,
LOX,ENSG00000113083,3,3,Protein-lysine 6-oxidase,Secreted,endothelial cell of lymphatic vessel;preosteoblast;surface ectodermal cell;fibroblast;reticular cell;skin fibroblast;fibroblast of breast;mesothelial fibroblast;osteoblast,
LOXL1,ENSG00000129038,3,3,Lysyl oxidase homolog 1,Secreted,chondrocyte,
LOXL2,ENSG00000134013,3,3,Lysyl oxidase homolog 2,Secreted,endocardial cell;endosteal cell;interstitial cell of ovary,
LPA,ENSG00000198670,3,3,Apolipoprotein(a) (Apo(a)) (Lp(a)),,,
LPAR1,ENSG00000198121,2,2,Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2),Cell surface,glial cell;macroglial cell;oligodendrocyte;Schwann cell;connective tissue cell;fibroblast;preadipocyte;brown preadipocyte;fibroblast of cardiac tissue;kidney interstitial fibroblast;mesothelial fibroblast;fibro/adipogenic progenitor cell;kidney interstitial cell,ADGRE
LPAR3,ENSG00000171517,3,3,Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7),Cell membrane,,ADGRE
LPAR5,ENSG00000184574,3,3,Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92) (G-protein coupled receptor 93),Cell membrane,microglial cell,
LPAR6,ENSG00000139679,3,3,Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5) (RB intron encoded G-protein coupled receptor),Cell membrane,endothelial tip cell;glomerular capillary endothelial cell;gut endothelial cell;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;mature microglial cell,
LPCAT1,ENSG00000153395,3,3,Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1),Endoplasmic reticulum membrane,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;lung secretory cell,
LPIN1,ENSG00000134324,3,3,Phosphatidate phosphatase LPIN1,Cytoplasm,skeletal muscle fiber;slow muscle cell;fast muscle cell;cell of skeletal muscle;white fat cell;brown fat cell;subcutaneous fat cell;epicardial adipocyte;sebaceous gland cell,
LPL,ENSG00000175445,2,2,Lipoprotein lipase (LPL),Cell membrane,alveolar macrophage;lung macrophage;muscle cell;smooth muscle cell;fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
LPXN,ENSG00000110031,3,3,Leupaxin,Cytoplasm;Cell junction,T-helper 17 cell;exhausted T cell;group 2 innate lymphoid cell,
LRATD2,ENSG00000168672,3,3,Protein LRATD2 (Breast cancer membrane protein 101) (LRAT domain-containing 2) (Protein FAM84B) (Protein NSE2),,,
LRBA,ENSG00000198589,3,3,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein),Cell membrane,papillary tips cell,
LRCH1,ENSG00000136141,2,2,Leucine-rich repeat and calponin homology domain-containing protein 1 (Calponin homology domain-containing protein 1) (Neuronal protein 81) (NP81),Cytoplasm,kidney distal convoluted tubule epithelial cell,
LRG1,ENSG00000171236,3,3,Leucine-rich alpha-2-glycoprotein (LRG),Secreted,vein endothelial cell,
LRIF1,ENSG00000121931,3,3,Ligand-dependent nuclear receptor-interacting factor 1 (HP1-binding protein enriched in inactive X chromosome protein 1) (HBiX1) (Receptor-interacting factor 1),Chromosome,,
LRP1,ENSG00000123384,2,2,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91),Cytoplasm,mesenchymal stem cell;endosteal cell;connective tissue cell;fibroblast;keratocyte;preadipocyte;brown preadipocyte;fibroblast of lung;brown fat cell;tendon cell;adventitial cell,MK
LRP2,ENSG00000081479,3,3,Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin),Apical cell membrane,ciliated epithelial cell;epithelial cell of proximal tubule;columnar/cuboidal epithelial cell;non-pigmented ciliary epithelial cell;kidney epithelial cell;kidney glomerular epithelial cell;parietal epithelial cell;kidney cortex tubule cell;epithelial cell of nephron;kidney cell,
LRP5,ENSG00000162337,3,3,Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7),Membrane,,WNT
LRP6,ENSG00000070018,3,3,Low-density lipoprotein receptor-related protein 6 (LRP-6),Cell membrane,,WNT
LRPPRC,ENSG00000138095,3,3,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)",Mitochondrion;Nucleus,,
LRRC15,ENSG00000172061,3,3,Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog) (hLib),Cell membrane,,
LRRC20,ENSG00000172731,3,3,Leucine-rich repeat-containing protein 20,,,
LRRC3,ENSG00000160233,3,3,Leucine-rich repeat-containing protein 3,Membrane,,
LRRC32,ENSG00000137507,3,3,Transforming growth factor beta activator LRRC32 (Garpin) (Glycoprotein A repetitions predominant) (GARP) (Leucine-rich repeat-containing protein 32),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree,
LRRC38,ENSG00000162494,3,3,Leucine-rich repeat-containing protein 38 (BK channel auxiliary gamma subunit LRRC38),Cell membrane,,
LRRC3B,ENSG00000179796,3,3,Leucine-rich repeat-containing protein 3B (Leucine-rich repeat protein 15),Membrane,interstitial cell of Cajal;radial glial cell;forebrain radial glial cell;Purkinje cell,
LRRC45,ENSG00000169683,3,3,Leucine-rich repeat-containing protein 45,Cytoplasm,,
LRRC47,ENSG00000130764,3,3,Leucine-rich repeat-containing protein 47,,,
LRRC59,ENSG00000108829,4,3,Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34),Microsome membrane,plasmablast;osteoblast,
LRRK2,ENSG00000188906,2,2,Leucine-rich repeat serine/threonine-protein kinase 2,Cytoplasmic vesicle,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;kidney loop of Henle thin ascending limb epithelial cell;kidney loop of Henle thin descending limb epithelial cell;granulocyte;neutrophil;lung secretory cell,
LRRTM1,ENSG00000162951,3,3,Leucine-rich repeat transmembrane neuronal protein 1,Cell membrane,mesothelial cell,NRXN
LRTM1,ENSG00000144771,3,3,Leucine-rich repeat and transmembrane domain-containing protein 1,Membrane,interneuron;bipolar neuron;retinal bipolar neuron;ON-bipolar cell;rod bipolar cell;OFF-bipolar cell,
LSG1,ENSG00000041802,3,3,Large subunit GTPase 1 homolog (hLsg1),Cytoplasm,,
LSM12,ENSG00000161654,3,3,Protein LSM12,Cytoplasm,,
LTA,ENSG00000226979,3,3,Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1),Secreted;Membrane,"CD4-positive, alpha-beta T cell;CD4-positive helper T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;regulatory T cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",LT
LTA4H,ENSG00000111144,3,3,Leukotriene A-4 hydrolase (LTA-4 hydrolase),Cytoplasm,"epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;phagocyte;alveolar macrophage;lung macrophage;classical monocyte;immature neutrophil;monocyte;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;myeloid cell;myelocyte;granulocytopoietic cell;lung secretory cell",
LTB4R,ENSG00000213903,3,3,Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1) (Chemoattractant receptor-like 1) (G-protein coupled receptor 16) (P2Y purinoceptor 7) (P2Y7),Cell membrane,myelocyte,CysLTs;12oxoLTB4
LTB4R2,ENSG00000213906,3,3,Leukotriene B4 receptor 2 (LTB4-R 2) (LTB4-R2) (LTB4 receptor JULF2) (Leukotriene B4 receptor BLT2) (Seven transmembrane receptor BLTR2),Cell membrane,,CysLTs;12oxoLTB5
LTBP1,ENSG00000049323,2,2,Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1),Secreted,endocardial cell;smooth muscle cell of sphincter of pupil;kidney interstitial fibroblast;kidney interstitial cell,
LTBP2,ENSG00000119681,3,3,Latent-transforming growth factor beta-binding protein 2 (LTBP-2),Secreted,stem cell;mesenchymal stem cell;pulmonary ionocyte;ionocyte;skeletal muscle fibroblast;fibroblast;keratocyte;alveolar type 2 fibroblast cell;fibroblast of cardiac tissue;tendon cell;adventitial cell,
LTBR,ENSG00000111321,3,3,Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor) (Tumor necrosis factor C receptor) (Tumor necrosis factor receptor 2-related protein) (Tumor necrosis factor receptor type III) (TNF-RIII) (TNFR-III),Membrane,,LT;LIGHT
LTK,ENSG00000062524,3,3,Leukocyte tyrosine kinase receptor,Cell membrane,mucosal invariant T cell,
LUC7L,ENSG00000007392,3,3,Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89),,,
LURAP1,ENSG00000171357,3,3,Leucine rich adaptor protein 1 (Leucine repeat adapter protein 35A),Cytoplasm,,
LY75,ENSG00000054219,3,3,Lymphocyte antigen 75 (Ly-75) (C-type lectin domain family 13 member B) (DEC-205) (gp200-MR6) (CD antigen CD205),Membrane,epithelial cell of thymus,
LY9,ENSG00000122224,3,3,T-lymphocyte surface antigen Ly-9 (Cell surface molecule Ly-9) (Lymphocyte antigen 9) (SLAM family member 3) (SLAMF3) (Signaling lymphocytic activation molecule 3) (CD antigen CD229),Membrane,mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1b B cell;follicular B cell;B cell,
LY96,ENSG00000154589,3,3,Lymphocyte antigen 96 (Ly-96) (ESOP-1) (Protein MD-2),Secreted,macrophage;alveolar macrophage;colon macrophage;lung macrophage;Hofbauer cell;IgA plasma cell,
LYAR,ENSG00000145220,3,3,Cell growth-regulating nucleolar protein,Nucleus,"activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;erythroid progenitor cell;proerythroblast;DN1 thymic pro-T cell",
LYN,ENSG00000254087,2,2,Tyrosine-protein kinase Lyn,Cell membrane;Nucleus;Cytoplasm;Cytoplasm,"hematopoietic cell;granulocyte;neutrophil;leukocyte;myeloid leukocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;peripheral blood mononuclear cell;myeloid cell",
LZIC,ENSG00000162441,3,3,Protein LZIC (Leucine zipper and CTNNBIP1 domain-containing protein) (Leucine zipper and ICAT homologous domain-containing protein),,,
LZTS1,ENSG00000061337,3,3,Leucine zipper putative tumor suppressor 1 (F37/esophageal cancer-related gene-coding leucine-zipper motif) (Fez1),Cytoplasm,melanocyte;renal interstitial pericyte,
MAB21L1,ENSG00000180660,3,3,Putative nucleotidyltransferase MAB21L1,Nucleus,neural crest cell;radial glial cell;Mueller cell;enteric neuron;Cajal-Retzius cell;glycinergic neuron;peripheral nervous system neuron,
MAB21L2,ENSG00000181541,3,3,Protein mab-21-like 2,Nucleus,interstitial cell of Cajal;mesodermal cell;smooth muscle cell;enteric smooth muscle cell;glycinergic neuron,
MACC1,ENSG00000183742,3,3,Metastasis-associated in colon cancer protein 1 (SH3 domain-containing protein 7a5),Cytoplasm,kidney collecting duct principal cell;renal principal cell;lung goblet cell,
MAD1L1,ENSG00000002822,3,3,Mitotic spindle assembly checkpoint protein MAD1 (Mitotic arrest deficient 1-like protein 1) (MAD1-like protein 1) (Mitotic checkpoint MAD1 protein homolog) (HsMAD1) (hMAD1) (Tax-binding protein 181),Nucleus,small pre-B-II cell;pre-B-I cell,
MAD2L1,ENSG00000164109,3,3,Mitotic spindle assembly checkpoint protein MAD2A (HsMAD2) (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1),Nucleus,pro-B cell;fraction A pre-pro B cell,
MAEA,ENSG00000090316,3,3,E3 ubiquitin-protein transferase MAEA,Cytoplasm,,
MAF,ENSG00000178573,2,2,Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog),Nucleus,Hofbauer cell;surface ectodermal cell;T follicular helper cell;neuron,
MAFB,ENSG00000204103,2,2,Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B),Nucleus,"intestinal crypt stem cell of large intestine;elicited macrophage;alternatively activated macrophage;colon macrophage;CD14-low, CD16-positive monocyte",
MAFF,ENSG00000185022,3,3,Transcription factor MafF (U-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F),Nucleus,skeletal muscle satellite stem cell;luminal epithelial cell of mammary gland;duodenum glandular cell;urothelial cell;bladder urothelial cell;epithelial cell of uterus;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mammary gland epithelial cell;myometrial cell;skeletal muscle satellite cell;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;bladder cell,
MAGEA1,ENSG00000198681,3,3,Melanoma-associated antigen 1 (Antigen MZ2-E) (Cancer/testis antigen 1.1) (CT1.1) (MAGE-1 antigen),Cytoplasm;Nucleus,,
MAGEA10,ENSG00000124260,3,3,Melanoma-associated antigen 10 (Cancer/testis antigen 1.10) (CT1.10) (MAGE-10 antigen),Nucleus,,
MAGEA11,ENSG00000185247,3,3,Melanoma-associated antigen 11 (Cancer/testis antigen 1.11) (CT1.11) (MAGE-11 antigen),Nucleus,,
MAGEA12,ENSG00000213401,3,3,Melanoma-associated antigen 12 (Cancer/testis antigen 1.12) (CT1.12) (MAGE-12 antigen) (MAGE12F antigen),,,
MAGEA3,ENSG00000221867,3,3,Melanoma-associated antigen 3 (Antigen MZ2-D) (Cancer/testis antigen 1.3) (CT1.3) (MAGE-3 antigen),,,
