gene,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway,immune_specificity,immune_pathway,exclude_recommended,detection_pct_0041323,detection_pct_0041326
PDIA4,ENSG00000155660,4,3,Protein disulfide-isomerase A4,Endoplasmic reticulum lumen,plasmablast;IgG plasmablast;IgA plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell,,1,FALSE,no,30.12,27.531
PDK1,ENSG00000152256,3,3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",Mitochondrion matrix,plasma cell,,1,FALSE,no,2.098,2.007
PGD,ENSG00000142657,2,2,"6-phosphogluconate dehydrogenase, decarboxylating",Cytoplasm,hematopoietic cell;blood cell;granulocyte;eosinophil,,0.75,FALSE,no,7.846,7.913
PILRA,ENSG00000085514,3,3,Paired immunoglobulin-like type 2 receptor alpha (Cell surface receptor FDF03) (Inhibitory receptor PILR-alpha),Secreted,"phagocyte;macrophage;alveolar macrophage;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;professional antigen presenting cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;peripheral blood mononuclear cell;myeloid cell",CD99,0.941176470588235,FALSE,no,0.401,0.596
PIM2,ENSG00000102096,3,3,Serine/threonine-protein kinase pim-2,,B-1a B cell;plasmablast;IgG plasmablast;IgA plasmablast;T follicular helper cell;naive regulatory T cell;regulatory T cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;group 2 innate lymphoid cell;group 3 innate lymphoid cell,,0.923076923076923,FALSE,no,0.595,0.769
PLEKHA2,ENSG00000169499,3,3,Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (Tandem PH domain-containing protein 2) (TAPP-2),Cytoplasm,B cell,,1,FALSE,no,1.138,1.059
PLEKHO1,ENSG00000023902,2,2,Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1) (C-Jun-binding protein) (JBP) (Casein kinase 2-interacting protein 1) (CK2-interacting protein 1) (CKIP-1) (Osteoclast maturation-associated gene 120 protein),Cell membrane,"myometrial cell;platelet;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell",,0.75,FALSE,no,1.996,3.188
PLP2,ENSG00000102007,2,2,Proteolipid protein 2 (Differentiation-dependent protein A4) (Intestinal membrane A4 protein),Membrane,"professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human",,1,FALSE,no,23.502,23.027
PLSCR1,ENSG00000188313,3,3,Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease),Cell membrane,liver dendritic cell,,1,FALSE,no,10.849,9.476
PMCH,ENSG00000183395,3,3,Pro-MCH,Secreted,"CD4-positive, CD25-positive, alpha-beta regulatory T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;regulatory T cell",PMCH,1,FALSE,no,0.066,0.011
PNPLA6,ENSG00000032444,3,3,Patatin-like phospholipase domain-containing protein 6,Endoplasmic reticulum membrane,alveolar macrophage;lung macrophage;basophil,,1,FALSE,no,5.31,6.192
POLD1,ENSG00000062822,3,3,DNA polymerase delta catalytic subunit,Nucleus,professional antigen presenting cell;dendritic cell;B cell,,1,FALSE,no,1.573,1.902
POLR2E,ENSG00000099817,3,3,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)",Nucleus,macrophage dendritic cell progenitor;pre-conventional dendritic cell,,1,FALSE,no,3.112,2.282
POU2AF1,ENSG00000110777,2,2,POU domain class 2-associating factor 1 (B-cell-specific coactivator OBF-1) (BOB-1) (OCA-B) (OCT-binding factor 1),Nucleus,mature B cell;memory B cell;germinal center B cell;plasmablast;IgA plasmablast;B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;pro-B cell;fraction A pre-pro B cell,,1,FALSE,no,0.066,0.218
POU2F2,ENSG00000028277,3,3,"POU domain, class 2, transcription factor 2 (Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2) (Octamer-binding protein 2) (Oct-2) (Octamer-binding transcription factor 2) (OTF-2)",Cytoplasm,"mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;B-1b B cell;germinal center B cell;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;B cell;peripheral blood mononuclear cell",,0.9375,FALSE,no,0.307,0.411
PPP1CA,ENSG00000172531,4,3,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A),Cytoplasm,large pre-B-II cell;pre-conventional dendritic cell,,1,FALSE,no,16.15,16.684
PRDM1,ENSG00000057657,3,3,PR domain zinc finger protein 1,Nucleus,"plasmablast;IgA plasmablast;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;DN1 thymic pro-T cell",,1,FALSE,no,0.42,0.903
PRG2,ENSG00000186652,3,3,Bone marrow proteoglycan (BMPG) (Proteoglycan 2),Cytoplasmic vesicle,basophil;eosinophil;mast cell;promyelocyte;basophil mast progenitor cell;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,,0.75,FALSE,no,0.028,0.011
PRKCH,ENSG00000027075,2,2,Protein kinase C eta type,Cytoplasm,"kidney capillary endothelial cell;endothelial cell of pericentral hepatic sinusoid;cardiac endothelial cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;DN4 thymocyte;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",,0.7,FALSE,no,1.409,1.688
PRMT9,ENSG00000164169,2,2,Protein arginine N-methyltransferase 9 (Protein arginine N-methyltransferase 10),Cytoplasm,"mononuclear phagocyte;decidual natural killer cell, human;group 2 innate lymphoid cell;group 3 innate lymphoid cell;early T lineage precursor",,0.8,FALSE,no,1.264,1.376
PSG1,ENSG00000231924,3,3,Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f),Secreted,trophoblast giant cell,,1,FALSE,no,0.127,0.03
PSMA6,ENSG00000100902,3,3,Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain),Cytoplasm,"professional antigen presenting cell;dendritic cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;early lymphoid progenitor;common lymphoid progenitor",,0.833333333333333,FALSE,no,13.452,13.306
PTAFR,ENSG00000169403,3,3,Platelet-activating factor receptor (PAF-R) (PAFr),Cell membrane,phagocyte;immature neutrophil,,1,FALSE,no,1.264,1.649
PTGDR,ENSG00000168229,3,3,Prostaglandin D2 receptor (PGD receptor) (PGD2 receptor) (Prostanoid DP receptor),Cell membrane,"CD8-positive, alpha-beta cytokine secreting effector T cell;mature NK T cell;type I NK T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;fibroblast",Prostaglandin,0.888888888888889,FALSE,no,0.104,0.167
PTGDR2,ENSG00000183134,3,3,Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294),Cell membrane,"effector memory CD8-positive, alpha-beta T cell;group 2 innate lymphoid cell",Prostaglandin,1,FALSE,no,0.117,0.087
PTGER2,ENSG00000125384,3,3,Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor),Cell membrane,"T-helper 1 cell;T-helper 22 cell;activated CD4-positive, alpha-beta T cell, human;effector memory CD4-positive, alpha-beta T cell;central memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;group 2 innate lymphoid cell;DN1 thymic pro-T cell",Prostaglandin,0.75,FALSE,no,0.367,0.42
PTGER4,ENSG00000171522,3,3,Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor),Cell membrane,"mast cell;mucosal type mast cell;CD4-positive helper T cell;T-helper 1 cell;T follicular helper cell;naive regulatory T cell;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;type I NK T cell;DN3 thymocyte;group 2 innate lymphoid cell;group 3 innate lymphoid cell;DN1 thymic pro-T cell",Prostaglandin,0.846153846153846,FALSE,no,6.928,3.848
PTPN2,ENSG00000175354,3,3,Tyrosine-protein phosphatase non-receptor type 2,Nucleus;Cytoplasm;Cell membrane,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte",,1,FALSE,no,15.918,15.264
PTPN22,ENSG00000134242,3,3,Tyrosine-protein phosphatase non-receptor type 22,Cytoplasm,"T cell;alpha-beta T cell;mature alpha-beta T cell;T-helper 1 cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature T cell;intraepithelial lymphocyte;group 3 innate lymphoid cell",,0.923076923076923,FALSE,no,0.568,0.494
PTPN6,ENSG00000111679,3,3,Tyrosine-protein phosphatase non-receptor type 6,Cytoplasm;Nucleus,"eosinophil;leukocyte;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;B-1a B cell;B-1b B cell;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;B cell",,1,FALSE,no,3.889,5.335
PYCARD,ENSG00000103490,3,3,Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1),Cytoplasm,"microfold cell of epithelium of small intestine;classical monocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;myeloid cell;promonocyte;pre-conventional dendritic cell",,0.875,FALSE,no,1.739,1.942
RAB27A,ENSG00000069974,3,3,Ras-related protein Rab-27A (Rab-27),Membrane,intestine goblet cell;small intestine goblet cell;immature neutrophil,,1,FALSE,no,3.824,3.798
RACGAP1,ENSG00000161800,3,3,Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4),Nucleus,DN4 thymocyte,,1,FALSE,no,0.965,0.861
RAG1,ENSG00000166349,3,3,V(D)J recombination-activating protein 1 (RAG-1) (RING finger protein 74),Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;precursor B cell;small pre-B-II cell;pre-B-I cell;late pro-B cell;hematopoietic precursor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;common lymphoid progenitor",,0.9375,FALSE,no,0.282,0.219
RAP1A,ENSG00000116473,3,3,Ras-related protein Rap-1A,Cell membrane,mast cell;mucosal type mast cell,,1,FALSE,no,21.61,18.49
RASA1,ENSG00000145715,3,3,Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP),Cytoplasm,trophoblast giant cell;syncytiotrophoblast cell,,1,FALSE,no,4.865,4.961
RASGEF1C,ENSG00000146090,3,3,Ras-GEF domain-containing family member 1C,,macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;mature microglial cell;professional antigen presenting cell,,1,FALSE,no,0.05,0.051
RASGRP1,ENSG00000172575,3,3,RAS guanyl-releasing protein 1 (Calcium and DAG-regulated guanine nucleotide exchange factor II) (CalDAG-GEFII) (Ras guanyl-releasing protein),Cytoplasm,memory regulatory T cell;DN4 thymocyte,,1,FALSE,no,1.337,1.253
RASSF1,ENSG00000068028,3,3,Ras association domain-containing protein 1,Nucleus,"eosinophil;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;ILC1, human",,1,FALSE,no,5.31,5.179
RASSF5,ENSG00000266094,3,3,Ras association domain-containing protein 5 (New ras effector 1) (Regulator for cell adhesion and polarization enriched in lymphoid tissues) (RAPL),Cytoplasm;Cytoplasm,basophil;liver dendritic cell;group 2 innate lymphoid cell,,1,FALSE,no,3.267,4.621
RBBP4,ENSG00000162521,3,3,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),Nucleus,large pre-B-II cell;macrophage dendritic cell progenitor;early lymphoid progenitor;fraction A pre-pro B cell,,1,FALSE,no,25.184,22.951
RBPJ,ENSG00000168214,3,3,Recombining binding protein suppressor of hairless (CBF-1) (J kappa-recombination signal-binding protein) (RBP-J kappa) (RBP-J) (RBP-JK) (Renal carcinoma antigen NY-REN-30),Nucleus;Cytoplasm,Hofbauer cell;hematopoietic cell;leukocyte;professional antigen presenting cell;dendritic cell;myeloid leukocyte;immature innate lymphoid cell,,0.857142857142857,FALSE,no,6.005,6.608
RECQL,ENSG00000004700,3,3,ATP-dependent DNA helicase Q1,Nucleus,DN4 thymocyte,,1,FALSE,no,5.462,5.184
REL,ENSG00000162924,2,2,Proto-oncogene c-Rel,Nucleus,"elicited macrophage;inflammatory macrophage;professional antigen presenting cell;dendritic cell;conventional dendritic cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;mature conventional dendritic cell;liver dendritic cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell",,1,FALSE,no,2.557,1.933
RETN,ENSG00000104918,1,1,Resistin (Adipose tissue-specific secretory factor) (ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3),Secreted,"phagocyte;alveolar macrophage;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;bone marrow cell;granulocyte monocyte progenitor cell;granulocyte;neutrophil;immature neutrophil;myeloid leukocyte;monocyte;myeloid cell;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor",RESISTIN,0.8,FALSE,no,0.038,0.037
RFC5,ENSG00000111445,3,3,Replication factor C subunit 5 (Activator 1 36 kDa subunit) (A1 36 kDa subunit) (Activator 1 subunit 5) (Replication factor C 36 kDa subunit) (RF-C 36 kDa subunit) (RFC36),Nucleus,precursor B cell,,1,FALSE,no,2.272,2.945
RHOA,ENSG00000067560,2,2,Transforming protein RhoA,Cell membrane,"pancreatic PP cell;PP cell;mature conventional dendritic cell;myeloid leukocyte;mast cell;mucosal type mast cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;myeloid cell",,0.75,FALSE,no,29.58,26.558
RHOH,ENSG00000168421,3,3,Rho-related GTP-binding protein RhoH (GTP-binding protein TTF) (Translocation three four protein),Cytoplasm,hematopoietic cell;leukocyte;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;B-1b B cell;germinal center B cell;mast cell;mononuclear cell;lymphocyte;double negative thymocyte;DN4 thymocyte;pre-B-I cell;group 2 innate lymphoid cell;early T lineage precursor,,0.866666666666667,FALSE,no,0.199,0.26
RILPL2,ENSG00000150977,2,2,RILP-like protein 2 (Rab-interacting lysosomal protein-like 2) (p40phox-binding protein),Cytoplasm,inflammatory macrophage;conventional dendritic cell;early T lineage precursor;common myeloid progenitor,,0.75,FALSE,no,0.351,0.254
RNASEH2B,ENSG00000136104,3,3,Ribonuclease H2 subunit B (RNase H2 subunit B) (Aicardi-Goutieres syndrome 2 protein) (AGS2) (Deleted in lymphocytic leukemia 8) (Ribonuclease HI subunit B),Nucleus,"bone marrow cell;granulocyte monocyte progenitor cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;large pre-B-II cell;common dendritic progenitor;macrophage dendritic cell progenitor;hematopoietic precursor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;pro-T cell;early T lineage precursor;common lymphoid progenitor",,0.833333333333333,FALSE,no,6.463,7.646
RNF167,ENSG00000108523,3,3,E3 ubiquitin-protein ligase RNF167,Lysosome membrane,alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell,,1,FALSE,no,10.551,10.534
RPA2,ENSG00000117748,3,3,Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34),Nucleus,macrophage dendritic cell progenitor,,1,FALSE,no,6.815,4.959
RPN1,ENSG00000163902,3,3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),Endoplasmic reticulum,plasmablast;plasma cell;IgG plasma cell,,1,FALSE,no,33.4,28.823
RRM1,ENSG00000167325,3,3,Ribonucleoside-diphosphate reductase large subunit,Cytoplasm,large pre-B-II cell;fraction A pre-pro B cell,,1,FALSE,no,5.861,6.411
RRM2,ENSG00000171848,3,3,Ribonucleoside-diphosphate reductase subunit M2,Cytoplasm,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;precursor B cell;pro-B cell;fraction A pre-pro B cell",,0.857142857142857,FALSE,no,0.617,0.402
RSAD2,ENSG00000134321,3,3,S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND),Endoplasmic reticulum membrane,"activated CD4-positive, alpha-beta T cell, human",,1,FALSE,no,0.521,0.391
RUBCNL,ENSG00000102445,3,3,Protein associated with UVRAG as autophagy enhancer (Pacer) (Protein Rubicon-like),Cytoplasmic vesicle,B-1a B cell;B-1b B cell;germinal center B cell;B cell;immature B cell;precursor B cell;small pre-B-II cell;pre-B-I cell;late pro-B cell,,1,FALSE,no,0.618,1.241
S1PR3,ENSG00000213694,3,3,Sphingosine 1-phosphate receptor 3 (S1P receptor 3) (S1P3) (Endothelial differentiation G-protein coupled receptor 3) (Sphingosine 1-phosphate receptor Edg-3) (S1P receptor Edg-3),Cell membrane,follicular dendritic cell,,1,FALSE,no,2.615,1.617
