gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,HALLMARK,REACTOME,KEGG,n_pathways
PDE4DIP,,,no,True,ENSG00000178104,Myomegalin (Cardiomyopathy-associated protein 2) (Phosphodiesterase 4D-interacting protein),Golgi apparatus,muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;skeletal muscle fiber;slow muscle cell;fast muscle cell;cell of skeletal muscle;muscle precursor cell;cardiac muscle myoblast,,2.371,1.605,11003,3880,-0.563,Myogenesis,,,1
PDHA1,,,no,True,ENSG00000131828,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Mitochondrion matrix,intestinal crypt stem cell of colon,,3.423,2.404,15884,5811,-0.509,Fatty Acid Metabolism; Oxidative Phosphorylation,Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517; Glyoxylate Metabolism And Glycine Degradation R-HSA-389661; Metabolism Of Amino Acids And Derivatives R-HSA-71291; Metabolism R-HSA-1430728; Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406; Pyruvate Metabolism R-HSA-70268; Regulation Of Pyruvate Dehydrogenase (PDH) Complex R-HSA-204174; Signal Transduction R-HSA-162582; Signaling By Nuclear Receptors R-HSA-9006931; Signaling By Retinoic Acid R-HSA-5362517,Central carbon metabolism in cancer; Citrate cycle (TCA cycle); Diabetic cardiomyopathy; Glucagon signaling pathway; Glycolysis / Gluconeogenesis; HIF-1 signaling pathway; Pyruvate metabolism,19
PDHB,,,no,True,ENSG00000168291,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B)",Mitochondrion matrix,epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte,,4.723,3.728,21920,9009,-0.342,Fatty Acid Metabolism; Oxidative Phosphorylation,Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517; Glyoxylate Metabolism And Glycine Degradation R-HSA-389661; Metabolism Of Amino Acids And Derivatives R-HSA-71291; Metabolism R-HSA-1430728; Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406; Pyruvate Metabolism R-HSA-70268; Regulation Of Pyruvate Dehydrogenase (PDH) Complex R-HSA-204174; Signal Transduction R-HSA-162582; Signaling By Nuclear Receptors R-HSA-9006931; Signaling By Retinoic Acid R-HSA-5362517,Central carbon metabolism in cancer; Citrate cycle (TCA cycle); Diabetic cardiomyopathy; Glucagon signaling pathway; Glycolysis / Gluconeogenesis; HIF-1 signaling pathway; Pyruvate metabolism,19
PDIA2,,,no,True,ENSG00000185615,Protein disulfide-isomerase A2,Endoplasmic reticulum lumen,pancreatic acinar cell;glandular epithelial cell;paneth cell;acinar cell;duodenum glandular cell,,0.03,,141,0,,,,,0
PDIA3,,,no,True,ENSG00000167004,Protein disulfide-isomerase A3,Endoplasmic reticulum,preosteoblast;serous cell of epithelium of trachea;serous cell of epithelium of bronchus;lung secretory cell,,8.388,7.012,38929,16948,-0.258,,"Adaptive Immune System R-HSA-1280218; Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170; Antigen processing-Cross Presentation R-HSA-1236975; Asparagine N-linked Glycosylation R-HSA-446203; Calnexin/calreticulin Cycle R-HSA-901042; Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169; ER-Phagosome Pathway R-HSA-1236974; Immune System R-HSA-168256; Metabolism Of Proteins R-HSA-392499; N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668; Post-translational Protein Modification R-HSA-597592",Antigen processing and presentation; Epstein-Barr virus infection; Herpes simplex virus 1 infection; Human cytomegalovirus infection; Human immunodeficiency virus 1 infection; Protein processing in endoplasmic reticulum,17
PDPK1,,,no,True,ENSG00000140992,3-phosphoinositide-dependent protein kinase 1 (hPDK1),Cytoplasm;Nucleus;Cell membrane,,,4.54,3.068,21071,7416,-0.565,,"Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755; Adaptive Immune System R-HSA-1280218; C-type Lectin Receptors (CLRs) R-HSA-5621481; CD28 Co-Stimulation R-HSA-389356; CD28 Dependent PI3K/Akt Signaling R-HSA-389357; CLEC7A (Dectin-1) Signaling R-HSA-5607764; CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742; Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517; Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400; Costimulation By CD28 Family R-HSA-388841; Disease R-HSA-1643685; Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202; Downstream TCR Signaling R-HSA-202424; ESR-mediated Signaling R-HSA-8939211; Estrogen-stimulated Signaling Thru PRKCZ R-HSA-9634635; Extra-nuclear Estrogen Signaling R-HSA-9009391; FCERI Mediated NF-kB Activation R-HSA-2871837; Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202; G Beta:Gamma Signaling Thru PI3Kgamma R-HSA-392451; G-protein Beta:Gamma Signaling R-HSA-397795; GPCR Downstream Signaling R-HSA-388396; GPVI-mediated Activation Cascade R-HSA-114604; Gene Expression (Transcription) R-HSA-74160; Generic Transcription Pathway R-HSA-212436; Hemostasis R-HSA-109582; IGF1R Signaling Cascade R-HSA-2428924; IRS-mediated Signaling R-HSA-112399; IRS-related Events Triggered By IGF1R R-HSA-2428928; Immune System R-HSA-168256; Infectious Disease R-HSA-5663205; Innate Immune System R-HSA-168249; Insulin Receptor Signaling Cascade R-HSA-74751; Integrin Signaling R-HSA-354192; Intracellular Signaling By Second Messengers R-HSA-9006925; Metabolism R-HSA-1430728; Neuronal System R-HSA-112316; Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314; PI3K Cascade R-HSA-109704; PI3K/AKT Signaling In Cancer R-HSA-2219528; PIP3 Activates AKT Signaling R-HSA-1257604; Platelet Activation, Signaling And Aggregation R-HSA-76002; Platelet Aggregation (Plug Formation) R-HSA-76009; Post NMDA Receptor Activation Events R-HSA-438064; Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406; Pyruvate Metabolism R-HSA-70268; RHO GTPase Effectors R-HSA-195258; RHO GTPases Activate PKNs R-HSA-5625740; RNA Polymerase II Transcription R-HSA-73857; RSK Activation R-HSA-444257; Regulation Of Pyruvate Dehydrogenase (PDH) Complex R-HSA-204174; Regulation Of TP53 Activity R-HSA-5633007; Regulation Of TP53 Degradation R-HSA-6804757; Regulation Of TP53 Expression And Degradation R-HSA-6806003; Role Of LAT2/NTAL/LAB On Calcium Mobilization R-HSA-2730905; SARS-CoV Infections R-HSA-9679506; SARS-CoV-2 Infection R-HSA-9694516; SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779; SARS-CoV-2-host Interactions R-HSA-9705683; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Signaling By Insulin Receptor R-HSA-74752; Signaling By Nuclear Receptors R-HSA-9006931; Signaling By Receptor Tyrosine Kinases R-HSA-9006934; Signaling By Retinoic Acid R-HSA-5362517; Signaling By Rho GTPases R-HSA-194315; Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542; Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192; Signaling By VEGF R-HSA-194138; TCR Signaling R-HSA-202403; Transcriptional Regulation By TP53 R-HSA-3700989; Transmission Across Chemical Synapses R-HSA-112315; VEGFA-VEGFR2 Pathway R-HSA-4420097; VEGFR2 Mediated Cell Proliferation R-HSA-5218921; VEGFR2 Mediated Vascular Permeability R-HSA-5218920",AMPK signaling pathway; Aldosterone-regulated sodium reabsorption; Apoptosis; Autophagy; Axon guidance; Choline metabolism in cancer; Endometrial cancer; Fc epsilon RI signaling pathway; Focal adhesion; FoxO signaling pathway; Insulin resistance; Insulin signaling pathway; Lipid and atherosclerosis; Neurotrophin signaling pathway; Non-small cell lung cancer; PI3K-Akt signaling pathway; PPAR signaling pathway; Prostate cancer; Proteoglycans in cancer; Sphingolipid signaling pathway; T cell receptor signaling pathway; Thyroid hormone signaling pathway; Toxoplasmosis; mTOR signaling pathway,98
PDXDC1,,,no,True,ENSG00000179889,Pyridoxal-dependent decarboxylase domain-containing protein 1,,lens epithelial cell;anterior lens cell;secondary lens fiber;skeletal muscle fiber;brown preadipocyte;brown fat cell,,9.499,7.671,44082,18541,-0.308,,,,0
PDYN,,,no,True,ENSG00000101327,Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin),Secreted,neuron,OPIOID,0.062,0.07,286,170,0.191,,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (I) Signaling Events R-HSA-418594; G-protein Activation R-HSA-202040; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Opioid Signaling R-HSA-111885; Peptide Ligand-Binding Receptors R-HSA-375276; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Alcoholism; Amphetamine addiction; Cocaine addiction; Neuroactive ligand-receptor interaction; Pathways of neurodegeneration; Spinocerebellar ataxia,15
PDZD4,,,no,True,ENSG00000067840,PDZ domain-containing protein 4 (PDZ domain-containing RING finger protein 4-like protein),Cytoplasm,,,1.135,0.64,5267,1548,-0.825,,,,0
PDZD7,,,no,True,ENSG00000186862,PDZ domain-containing protein 7,Cell projection,,,0.133,0.185,618,446,0.471,,,,0
PDZK1,,,no,True,ENSG00000174827,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3),Membrane,ciliated epithelial cell;epithelial cell of proximal tubule;columnar/cuboidal epithelial cell;kidney epithelial cell;kidney cortex tubule cell;epithelial cell of nephron;kidney cell;sebaceous gland cell,,0.139,0.17,647,412,0.29,Estrogen Response Early; Estrogen Response Late,,,2
PEA15,,,no,True,ENSG00000162734,Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED),Cytoplasm,radial glial cell;forebrain radial glial cell;OFF-bipolar cell;glycinergic neuron,,3.302,3.324,15323,8034,0.01,Apoptosis,MAPK Family Signaling Cascades R-HSA-5683057; MAPK1/MAPK3 Signaling R-HSA-5684996; RAF-independent MAPK1/3 Activation R-HSA-112409; RAF/MAP Kinase Cascade R-HSA-5673001; Signal Transduction R-HSA-162582,,6
PEBP4,,,no,True,ENSG00000134020,Phosphatidylethanolamine-binding protein 4 (PEBP-4) (hPEBP4) (Protein cousin-of-RKIP 1),Secreted,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;lung secretory cell,,0.131,0.119,607,288,-0.134,,,,0
PEF1,,,no,True,ENSG00000162517,Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1),Cytoplasm,,,3.132,2.667,14535,6447,-0.232,Coagulation,,,1
PELP1,,,no,True,ENSG00000141456,"Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3)",Nucleus,,,2.586,1.839,12002,4444,-0.492,,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226; Metabolism Of RNA R-HSA-8953854; PTK6 Expression R-HSA-8849473; Signal Transduction R-HSA-162582; Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927; rRNA Processing In Nucleus And Cytosol R-HSA-8868773; rRNA Processing R-HSA-72312,,7
PEPD,,,no,True,ENSG00000124299,Xaa-Pro dipeptidase (X-Pro dipeptidase),,enterocyte of epithelium proper of ileum;pancreatic A cell,,2.898,1.852,13451,4477,-0.646,,,,0
PER2,,,no,True,ENSG00000132326,Period circadian protein homolog 2 (hPER2) (Circadian clock protein PERIOD 2),Nucleus,salivary gland cell,,0.536,0.465,2487,1123,-0.206,,Circadian Clock R-HSA-400253,Acute myeloid leukemia; Circadian entrainment; Circadian rhythm; Transcriptional misregulation in cancer,5
PER3,,,no,True,ENSG00000049246,Period circadian protein homolog 3 (hPER3) (Cell growth-inhibiting gene 13 protein) (Circadian clock protein PERIOD 3),Cytoplasm,lens fiber cell;bipolar neuron;retinal bipolar neuron,,1.407,0.981,6530,2370,-0.521,,,Circadian entrainment; Circadian rhythm,2
PGA3,,,no,True,ENSG00000229859,Pepsin A-3,Secreted,,,0.107,0.261,497,632,1.288,,Metabolism Of Proteins R-HSA-392499; Surfactant Metabolism R-HSA-5683826,Protein digestion and absorption,3
PGAM5,,,no,True,ENSG00000247077,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Mitochondrion outer membrane,,,1.205,1.149,5591,2777,-0.068,,Autophagy R-HSA-9612973; Macroautophagy R-HSA-1632852; Mitophagy R-HSA-5205647; Receptor Mediated Mitophagy R-HSA-8934903; Selective Autophagy R-HSA-9663891,Mitophagy; Necroptosis; TNF signaling pathway,8
PGAP1,,,no,True,ENSG00000197121,GPI inositol-deacylase,Endoplasmic reticulum membrane,,,0.613,0.514,2844,1243,-0.253,,Attachment Of GPI Anchor To uPAR R-HSA-162791; Metabolism Of Proteins R-HSA-392499; Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125; Post-translational Protein Modification R-HSA-597592,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,5
PGAP2,,,no,True,ENSG00000148985,Post-GPI attachment to proteins factor 2 (FGF receptor-activating protein 1),Golgi apparatus membrane,,,1.239,1.073,5752,2593,-0.208,,,,0
PGBD1,,,no,True,ENSG00000137338,PiggyBac transposable element-derived protein 1 (Cerebral protein 4),,,,0.357,0.341,1658,825,-0.066,,,,0
PGD,,,no,True,ENSG00000142657,"6-phosphogluconate dehydrogenase, decarboxylating",Cytoplasm,hematopoietic cell;blood cell;granulocyte;eosinophil,,3.788,2.543,17579,6146,-0.575,Xenobiotic Metabolism,,Glutathione metabolism; Pentose phosphate pathway,3
PGGT1B,,,no,True,ENSG00000164219,Geranylgeranyl transferase type-1 subunit beta,,,,0.942,0.934,4370,2257,-0.012,,,,0
PGK1,,,no,True,ENSG00000102144,Phosphoglycerate kinase 1,Cytoplasm,T-helper 17 cell;glycinergic neuron,,8.613,6.019,39974,14548,-0.517,Glycolysis; Hypoxia; Myc Targets V1; mTORC1 Signaling,Disease R-HSA-1643685; Gluconeogenesis R-HSA-70263; Glucose Metabolism R-HSA-70326; Glycolysis R-HSA-70171; Infection With Mycobacterium Tuberculosis R-HSA-9635486; Infectious Disease R-HSA-5663205; Metabolism Of Carbohydrates R-HSA-71387; Metabolism R-HSA-1430728; Response Of Mtb To Phagocytosis R-HSA-9637690,Glycolysis / Gluconeogenesis; HIF-1 signaling pathway,15
PGM1,,,no,True,ENSG00000079739,Phosphoglucomutase-1 (PGM 1),Cytoplasm,slow muscle cell;fast muscle cell;white fat cell,,2.336,1.391,10839,3363,-0.747,Adipogenesis; Hypoxia; mTORC1 Signaling,Disease R-HSA-1643685; Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975; Diseases Of Glycosylation R-HSA-3781865; Diseases Of Metabolism R-HSA-5668914; Glycogen Breakdown (Glycogenolysis) R-HSA-70221; Glycogen Metabolism R-HSA-8982491; Glycogen Synthesis R-HSA-3322077; Immune System R-HSA-168256; Innate Immune System R-HSA-168249; Metabolism Of Carbohydrates R-HSA-71387; Metabolism R-HSA-1430728; Neutrophil Degranulation R-HSA-6798695,Amino sugar and nucleotide sugar metabolism; Galactose metabolism; Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Purine metabolism; Starch and sucrose metabolism,21
PHB,,,no,True,ENSG00000167085,Prohibitin,Cell membrane,,,1.663,1.364,7716,3297,-0.285,Myc Targets V1; Myc Targets V2,,,2
PHB2,,,no,True,ENSG00000215021,Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity),Mitochondrion inner membrane,glioblast;Schwann cell precursor,,12.892,7.609,59831,18391,-0.761,Myc Targets V1; Oxidative Phosphorylation,Mitochondrial Calcium Ion Transport R-HSA-8949215; Processing Of SMDT1 R-HSA-8949664; Transport Of Small Molecules R-HSA-382551,,5
PHETA1,,,no,True,ENSG00000198324,Sesquipedalian-1 (Ses1) (27 kDa inositol polyphosphate phosphatase-interacting protein A) (IPIP27A) (PH domain-containing endocytic trafficking adaptor 1),Early endosome,,,0.734,0.577,3408,1394,-0.348,,,,0
PHF10,,,no,True,ENSG00000130024,PHD finger protein 10 (BRG1-associated factor 45a) (BAF45a) (XAP135),Nucleus,,,9.859,7.886,45755,19059,-0.322,,,Hepatocellular carcinoma,1
PHF12,,,no,True,ENSG00000109118,PHD finger protein 12 (PHD factor 1) (Pf1),Nucleus,,,2.209,1.658,10254,4006,-0.415,,,,0
PHF21B,,,no,True,ENSG00000056487,PHD finger protein 21B,,,,0.094,0.133,434,322,0.511,,,,0
PHF23,,,no,True,ENSG00000040633,PHD finger protein 23 (PDH-containing protein JUNE-1),Nucleus,,,5.345,4.275,24805,10332,-0.322,,,,0
PHF6,,,no,True,ENSG00000156531,PHD finger protein 6 (PHD-like zinc finger protein),Nucleus;Nucleus,,,2.016,1.706,9356,4124,-0.241,,,,0
PHF7,,,no,True,ENSG00000010318,PHD finger protein 7 (Testis development protein NYD-SP6),Nucleus,,,0.347,0.28,1610,677,-0.309,Spermatogenesis,,,1
PHF8,,,no,True,ENSG00000172943,Histone lysine demethylase PHF8,Nucleus,,,3.677,2.725,17063,6587,-0.432,,"Cell Cycle R-HSA-1640170; Cell Cycle, Mitotic R-HSA-69278; Chromatin Modifying Enzymes R-HSA-3247509; Condensation Of Prophase Chromosomes R-HSA-2299718; HDMs Demethylate Histones R-HSA-3214842; M Phase R-HSA-68886; Mitotic Prophase R-HSA-68875",,7
PHGDH,,,no,True,ENSG00000092621,D-3-phosphoglycerate dehydrogenase (3-PGDH),,Sertoli cell;mesothelial cell;granulosa cell;forebrain radial glial cell,,1.407,1.816,6530,4390,0.368,mTORC1 Signaling,Cellular Response To Chemical Stress R-HSA-9711123; Cellular Responses To Stimuli R-HSA-8953897; Cellular Responses To Stress R-HSA-2262752; KEAP1-NFE2L2 Pathway R-HSA-9755511; Metabolism Of Amino Acids And Derivatives R-HSA-71291; Metabolism Of Carbohydrates R-HSA-71387; Metabolism R-HSA-1430728; Nuclear Events Mediated By NFE2L2 R-HSA-9759194; Pentose Phosphate Pathway R-HSA-71336; Serine Biosynthesis R-HSA-977347,"Cysteine and methionine metabolism; Glycine, serine and threonine metabolism",13
PHLDB2,,,no,True,ENSG00000144824,Pleckstrin homology-like domain family B member 2 (Protein LL5-beta),Cytoplasm,renal beta-intercalated cell;epithelial cell of lung;type I pneumocyte,,2.916,2.465,13532,5958,-0.242,,,,0
PHLDB3,,,no,True,ENSG00000176531,Pleckstrin homology-like domain family B member 3,,,,2.496,2.144,11584,5182,-0.219,,,,0
PHLPP1,,,no,True,ENSG00000081913,PH domain leucine-rich repeat-containing protein phosphatase 1,Cytoplasm;Membrane,melanocyte;melanocyte of skin;neuron associated cell;glial cell;macroglial cell;Bergmann glial cell;oligodendrocyte,,1.077,0.957,4997,2312,-0.171,,Intracellular Signaling By Second Messengers R-HSA-9006925; Negative Regulation Of PI3K/AKT Network R-HSA-199418; PIP3 Activates AKT Signaling R-HSA-1257604; Signal Transduction R-HSA-162582,PI3K-Akt signaling pathway,5
PI4KA,,,no,True,ENSG00000241973,Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha),Cytoplasm,,,8.793,7.998,40808,19330,-0.137,,Metabolism Of Lipids R-HSA-556833; Metabolism R-HSA-1430728; PI Metabolism R-HSA-1483255; Phospholipid Metabolism R-HSA-1483257; Synthesis Of PIPs At ER Membrane R-HSA-1483248; Synthesis Of PIPs At Golgi Membrane R-HSA-1660514,Inositol phosphate metabolism; Phosphatidylinositol signaling system,8
PIAS1,,,no,False,,,,,,6.804,5.413,31578,13082,-0.33,Androgen Response,Cytokine Signaling In Immune System R-HSA-1280215; DNA Repair R-HSA-73894; Formation Of Incision Complex In GG-NER R-HSA-5696395; Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399; Immune System R-HSA-168256; Interferon Gamma Signaling R-HSA-877300; Interferon Signaling R-HSA-913531; Metabolism Of Proteins R-HSA-392499; Nucleotide Excision Repair R-HSA-5696398; Post-translational Protein Modification R-HSA-597592; Regulation Of IFNG Signaling R-HSA-877312; SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232; SUMOylation Of Chromatin Organization Proteins R-HSA-4551638; SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214; SUMOylation Of Intracellular Receptors R-HSA-4090294; SUMOylation Of Transcription Cofactors R-HSA-3899300; SUMOylation Of Transcription Factors R-HSA-3232118; SUMOylation Of Ubiquitinylation Proteins R-HSA-3232142; SUMOylation R-HSA-2990846,Hepatitis C; JAK-STAT signaling pathway; Ubiquitin mediated proteolysis,23
